sic_level,sic_code,sector_name,year,company_count,mean_MAD,median_MAD,std_MAD,min_MAD,max_MAD,percentile_25,percentile_75,percentile_90,percentile_95,mean_chi_square,mean_p_value,mean_KS_test
sic_major_group,13,Oil & Gas Extraction,2014,6,1.5421833333333332,1.37025,0.5181690053018951,0.8586,2.5296,1.33325,1.695175,2.16155,2.3455749999999997,49.068066666666674,0.00016666666666666666,0.9039166666666666
sic_major_group,15,Building Construction,2014,5,1.49926,1.0017,0.8264674430369293,0.8647,3.0824,0.9936,1.5539,2.471,2.7766999999999995,74.20400000000001,0.04424,0.90564
sic_major_group,16,Heavy Construction,2014,3,1.2380333333333333,1.0379,0.30564822190805485,1.0063,1.6699,1.0221,1.3538999999999999,1.5434999999999999,1.6066999999999998,30.8633,0.021666666666666667,0.9103333333333333
sic_major_group,20,Food & Kindred Products,2014,8,1.2330875,0.9761,0.8383107112483712,0.5781,3.2687,0.634525,1.3088,2.0859799999999997,2.677339999999999,37.010262499999996,0.0356625,0.9088875000000001
sic_major_group,23,Apparel & Other Finished Products,2014,5,1.18414,1.3384,0.30700660318631584,0.5951,1.448,1.1794,1.3598,1.41272,1.4303599999999999,28.81524,0.0036200000000000004,0.9062199999999999
sic_major_group,25,Furniture & Fixtures,2014,5,1.08454,0.9023,0.5173694911762772,0.5951,2.0523,0.7301,1.1429,1.68854,1.8704199999999997,42.314919999999994,0.0661,0.91022
sic_major_group,28,Chemicals & Allied Products,2014,24,1.5489708333333334,1.4374500000000001,0.6205933340220784,0.6875,3.6966,1.178075,1.866975,2.10247,2.3939449999999995,42.98820416666666,0.021029166666666665,0.8975791666666666
sic_major_group,30,Rubber & Miscellaneous Plastics,2014,4,1.109125,1.1802,0.28827401352706067,0.6923,1.3838,0.914825,1.3744999999999998,1.38008,1.38194,25.43085,0.07362500000000001,0.9103
sic_major_group,33,Primary Metal Industries,2014,6,1.13545,1.09005,0.29793294407746634,0.8057,1.7149,0.9173499999999999,1.211675,1.4687000000000001,1.5918,39.06928333333333,0.020649999999999998,0.9050000000000001
sic_major_group,34,Fabricated Metal Products,2014,11,1.5277818181818184,1.4973,0.29433941390597423,1.0264,1.9901,1.34835,1.7223000000000002,1.9201,1.9550999999999998,55.06204545454546,0.0016090909090909092,0.9003545454545455
sic_major_group,35,Industrial Machinery & Equipment,2014,22,1.2916409090909091,1.24645,0.400122195720588,0.6805,2.1655,0.997275,1.46095,1.9077700000000004,2.05069,36.16850909090909,0.027745454545454542,0.9020772727272728
sic_major_group,36,Electronic & Electrical Equipment,2014,14,1.5907285714285717,1.5738500000000002,0.5006487582963464,0.8967,2.6091,1.172725,1.9437,2.18906,2.400385,41.076750000000004,0.027771428571428575,0.9086214285714285
sic_major_group,37,Transportation Equipment,2014,15,1.30824,1.2476,0.4125235569839214,0.559,2.0236,1.0343,1.52955,1.94452,1.97908,36.68394,0.023486666666666663,0.9050999999999999
sic_major_group,38,Measuring & Analyzing Instruments,2014,17,1.4778,1.4235,0.6334713624614956,0.6439,2.8468,0.8482,2.0971,2.1347,2.3131199999999996,40.95980588235294,0.04814705882352941,0.9106529411764706
sic_major_group,44,Water Transportation,2014,3,1.6869666666666667,1.8139,0.44995114796559366,1.0835,2.1635,1.4487,1.9887000000000001,2.09358,2.12854,40.6122,0.18503333333333336,0.9071000000000001
sic_major_group,45,Transportation by Air,2014,4,1.2451750000000001,1.2538,0.07862713828570897,1.1328,1.3403,1.194975,1.304,1.32578,1.33304,35.803475,0.00035,0.908975
sic_major_group,48,Communications,2014,5,1.71584,1.548,0.5937290176503084,1.0006,2.8025,1.5109,1.7172,2.36838,2.58544,58.0452,0.00078,0.90352
sic_major_group,49,"Electric, Gas & Sanitary Services",2014,20,0.861665,0.8027500000000001,0.3582035081835464,0.4749,2.1544,0.6569,0.9848,1.1158300000000003,1.2671950000000005,40.183555,0.015735000000000002,0.9037549999999998
sic_major_group,50,Wholesale Trade - Durable Goods,2014,3,2.0410999999999997,2.2157,0.5088582186293807,1.3492,2.5584,1.7824499999999999,2.38705,2.4898599999999997,2.52413,62.2226,9.999999999999999e-05,0.9054666666666668
sic_major_group,51,Wholesale Trade - Nondurable Goods,2014,3,1.441,1.4399,0.1764874499787449,1.2254,1.6577,1.3326500000000001,1.5488,1.61414,1.63592,64.07549999999999,0.0012666666666666666,0.9101333333333335
sic_major_group,52,Building Materials & Hardware,2014,3,1.9838000000000002,1.8768,0.19363477649086344,1.819,2.2556,1.8479,2.0662,2.17984,2.21772,48.07366666666667,3.3333333333333335e-05,0.886
sic_major_group,58,Eating & Drinking Places,2014,10,1.2509899999999998,1.25255,0.3348714871409627,0.5442,1.8614,1.089475,1.3797249999999999,1.64153,1.7514649999999996,26.118270000000003,0.09727999999999999,0.90768
sic_major_group,59,Miscellaneous Retail,2014,3,1.3367666666666667,0.9703,0.6429036855462014,0.7994,2.2406,0.88485,1.60545,1.9865400000000002,2.11357,34.86066666666667,0.005333333333333333,0.908
sic_major_group,60,Depository Institutions (Banks),2014,28,1.1436178571428572,1.1132499999999999,0.33615004096127266,0.4839,1.916,0.893825,1.343175,1.56168,1.6869749999999997,53.20601071428572,0.0016428571428571427,0.9028642857142856
sic_major_group,61,Non-Depository Credit Institutions,2014,3,1.2128333333333332,1.0003,0.39666776470436255,0.8695,1.7687,0.9349000000000001,1.3845,1.61502,1.69186,50.97946666666667,0.0192,0.9085666666666666
sic_major_group,62,Security & Commodity Brokers,2014,9,1.475377777777778,1.3472,0.4240150017728088,0.9103,2.0321,1.0991,1.9034,1.99962,2.01586,64.37719999999999,0.0038,0.9006555555555555
sic_major_group,63,Insurance Carriers,2014,7,1.0617,0.9344,0.4753570447568859,0.3429,1.9719,0.8548,1.23655,1.6379400000000002,1.8049199999999996,48.430299999999995,0.05094285714285714,0.9048285714285714
sic_major_group,67,Holding & Investment Offices,2014,34,1.522223529411765,1.3512,0.5922122041468619,0.5904,2.8905,1.0907499999999999,1.77965,2.5469999999999997,2.764135,71.53979705882352,0.0013205882352941175,0.9036529411764705
sic_major_group,73,Business Services,2014,30,1.46415,1.37765,0.4657883487522346,0.7904,2.3281,1.0621,1.855225,2.13871,2.2431249999999996,37.123866666666665,0.015606666666666665,0.9062400000000002
sic_major_group,80,Health Services,2014,6,1.32545,1.1896499999999999,0.7695991830167183,0.3605,2.8246,0.90025,1.4858,2.1658500000000003,2.495225,43.35641666666667,0.03551666666666667,0.9039833333333335
sic_major_group,13,Oil & Gas Extraction,2015,6,1.3405000000000002,1.2448000000000001,0.43866444275018845,0.8832,2.1446,0.973975,1.5426250000000001,1.88535,2.014975,41.23758333333333,0.007133333333333333,0.9006833333333333
sic_major_group,15,Building Construction,2015,5,1.4961,1.705,0.7366618708742838,0.4286,2.503,0.9193,1.9246,2.27164,2.38732,43.613719999999994,0.10713999999999999,0.9032199999999999
sic_major_group,16,Heavy Construction,2015,3,1.4172333333333331,1.0489,0.5527389337552485,1.0043,2.1985,1.0266,1.6237,1.9685800000000002,2.08354,38.642633333333336,0.019866666666666668,0.9030999999999999
sic_major_group,20,Food & Kindred Products,2015,8,1.0946,0.9008499999999999,0.7790780416620662,0.4144,2.9134,0.5230250000000001,1.2585,1.8876899999999996,2.4005449999999993,30.4881,0.1237875,0.905975
sic_major_group,23,Apparel & Other Finished Products,2015,5,1.27936,1.3576,0.48727593661086943,0.6463,2.0449,0.8807,1.4673,1.8138600000000002,1.92938,37.8467,0.010020000000000001,0.9013199999999999
sic_major_group,25,Furniture & Fixtures,2015,5,1.14942,1.0193,0.4242172575461777,0.7809,1.9629,0.8583,1.1257,1.62802,1.7954599999999998,37.709199999999996,0.039,0.9075799999999999
sic_major_group,28,Chemicals & Allied Products,2015,26,1.543669230769231,1.5709499999999998,0.4576220373334904,0.8261,2.6335,1.1899,1.80525,2.0333,2.3286,40.75480384615385,0.01008076923076923,0.9027346153846155
sic_major_group,30,Rubber & Miscellaneous Plastics,2015,4,1.046575,1.04545,0.24327452985259265,0.7043,1.3911,0.94445,1.147575,1.29369,1.3423949999999998,21.50875,0.06355000000000001,0.9067500000000001
sic_major_group,33,Primary Metal Industries,2015,6,1.1002833333333333,1.2012999999999998,0.23859938821286936,0.6935,1.3881,0.9518,1.236975,1.31635,1.3522249999999998,49.36191666666667,0.013033333333333334,0.9008666666666668
sic_major_group,34,Fabricated Metal Products,2015,11,1.3951363636363636,1.4392,0.31576049978289,0.8657,1.8714,1.19465,1.5727,1.7584,1.8149,42.72993636363636,0.007272727272727273,0.8992818181818181
sic_major_group,35,Industrial Machinery & Equipment,2015,23,1.224630434782609,1.1545,0.41162507469443876,0.6456,2.2959,1.00045,1.3422,1.69136,2.0424099999999994,32.110247826086955,0.026586956521739126,0.9014782608695653
sic_major_group,36,Electronic & Electrical Equipment,2015,14,1.6386714285714288,1.65605,0.6239554544866753,0.5809,2.5468,1.129725,2.1456749999999998,2.4889900000000003,2.542315,53.128921428571424,0.07328571428571429,0.9074428571428571
sic_major_group,37,Transportation Equipment,2015,15,1.34624,1.2333,0.4696761519742442,0.5895,2.3365,1.19075,1.6633499999999999,1.8919599999999999,2.0519499999999997,35.33090000000001,0.011906666666666666,0.9057333333333334
sic_major_group,38,Measuring & Analyzing Instruments,2015,17,1.3836176470588235,1.4259,0.4115816826017494,0.6784,2.1163,1.0628,1.6711,1.97086,2.00542,36.08618823529412,0.03875882352941177,0.9076411764705883
sic_major_group,44,Water Transportation,2015,3,1.9988333333333335,1.9429,0.36962721160049294,1.5767,2.4769,1.7598,2.2099,2.3701000000000003,2.4235,48.0405,0.0002666666666666667,0.9112333333333332
sic_major_group,45,Transportation by Air,2015,4,1.143425,1.1869,0.19965365480000608,0.8244,1.3755,1.09335,1.2369750000000002,1.32009,1.3477949999999999,38.561550000000004,0.037575,0.908725
sic_major_group,48,Communications,2015,6,1.6029833333333332,1.33805,0.8215047644752618,0.627,3.2217,1.17395,1.8149,2.58,2.9008499999999997,45.71978333333333,0.03698333333333333,0.9061666666666666
sic_major_group,49,"Electric, Gas & Sanitary Services",2015,20,0.9393899999999998,0.93025,0.34650669243176246,0.4292,2.0602,0.74905,1.096725,1.19439,1.2521300000000006,44.815395,0.010105,0.90575
sic_major_group,50,Wholesale Trade - Durable Goods,2015,3,2.0928666666666667,2.335,0.3976762278817056,1.5322,2.4114,1.9336,2.3731999999999998,2.39612,2.40376,63.989866666666664,0.0,0.9086666666666666
sic_major_group,51,Wholesale Trade - Nondurable Goods,2015,4,1.8348499999999999,1.3165,0.9188566169430354,1.2806,3.4258,1.286975,1.8643750000000001,2.8012300000000003,3.1135149999999996,53.1164,0.001775,0.8896000000000001
sic_major_group,52,Building Materials & Hardware,2015,3,2.166766666666667,2.4033,0.365844469078809,1.65,2.447,2.02665,2.4251500000000004,2.43826,2.44263,102.94833333333334,0.0,0.8744333333333333
sic_major_group,58,Eating & Drinking Places,2015,11,1.265090909090909,1.292,0.28004543934721304,0.7709,1.6793,1.11385,1.4785,1.6085,1.6439,31.551763636363646,0.009554545454545454,0.9068545454545455
sic_major_group,59,Miscellaneous Retail,2015,3,1.3426666666666665,1.2872,0.620471849124161,0.612,2.1288,0.9496,1.708,1.96048,2.04464,33.670366666666666,0.05306666666666667,0.9042666666666666
sic_major_group,60,Depository Institutions (Banks),2015,28,1.2697035714285716,1.18375,0.5379162603988938,0.4175,2.5385,0.9455,1.5549250000000001,1.9870400000000001,2.3156999999999996,64.21901785714286,0.012310714285714286,0.9026857142857144
sic_major_group,61,Non-Depository Credit Institutions,2015,3,1.7478333333333333,1.8271,0.3668318446130628,1.2642,2.1522,1.54565,1.9896500000000001,2.08718,2.11969,50.29146666666667,0.0004333333333333333,0.9002333333333334
sic_major_group,62,Security & Commodity Brokers,2015,11,1.4414999999999998,1.2322,0.555544522395493,0.7643,2.4867,1.0669499999999998,1.6733,2.4552,2.47095,62.823163636363624,0.039099999999999996,0.9028727272727273
sic_major_group,63,Insurance Carriers,2015,7,1.0516142857142856,1.0524,0.3588180694150944,0.5486,1.7786,0.85155,1.1393,1.3985600000000002,1.5885799999999994,50.12147142857143,0.011257142857142858,0.9049857142857143
sic_major_group,67,Holding & Investment Offices,2015,34,1.5016676470588235,1.3684500000000002,0.5405661992004245,0.7308,2.8494,1.129625,1.8183,2.3316,2.56362,73.49261470588236,0.002052941176470588,0.9043441176470588
sic_major_group,73,Business Services,2015,33,1.4449939393939395,1.3992,0.4142274524793251,0.9018,2.4891,1.0241,1.737,1.9163999999999999,2.1226599999999993,37.0100696969697,0.008466666666666666,0.9065969696969696
sic_major_group,80,Health Services,2015,6,1.1595833333333334,1.0493000000000001,0.6803441957731559,0.4245,2.4937,0.670125,1.31005,1.94445,2.219075,33.638466666666666,0.05911666666666666,0.9073333333333334
sic_major_group,13,Oil & Gas Extraction,2016,7,1.6649142857142856,1.8534,0.5182748482874188,0.8826,2.4156,1.22375,2.02765,2.2303800000000003,2.32299,43.46467142857143,0.016414285714285715,0.9035142857142857
sic_major_group,15,Building Construction,2016,5,1.6364,1.8267,0.6023152895286653,0.6539,2.3878,1.3054,2.0082,2.23596,2.31188,51.87012,0.00023999999999999998,0.90524
sic_major_group,16,Heavy Construction,2016,3,1.3337333333333332,1.3059,0.2601872189191638,1.0299,1.6654,1.1679,1.4856500000000001,1.5935000000000001,1.62945,21.83463333333333,0.009666666666666667,0.8997333333333333
sic_major_group,20,Food & Kindred Products,2016,9,1.3986111111111112,1.3275,0.5723389622018765,0.5623,2.491,1.1349,1.7121,2.04508,2.26804,29.95356666666667,0.13468888888888889,0.9039555555555556
sic_major_group,23,Apparel & Other Finished Products,2016,5,1.3552,1.1981,0.5064421269997195,0.815,2.3074,1.1121,1.3434,1.9218,2.1146,39.10583999999999,0.00896,0.8981600000000001
sic_major_group,25,Furniture & Fixtures,2016,5,1.68412,1.3267,0.5714741827939386,1.2047,2.7054,1.2638,1.92,2.39124,2.54832,64.92069999999998,0.00282,0.91212
sic_major_group,28,Chemicals & Allied Products,2016,28,1.469192857142857,1.33995,0.7808808350320862,0.4971,4.3012,0.96495,1.840325,2.33306,2.5742899999999995,34.507535714285716,0.03817857142857144,0.9060714285714286
sic_major_group,30,Rubber & Miscellaneous Plastics,2016,4,0.9654,0.9111,0.2735785353422304,0.6405,1.3989,0.842775,1.033725,1.25283,1.3258649999999998,23.084024999999997,0.05467499999999999,0.908925
sic_major_group,33,Primary Metal Industries,2016,7,1.1633714285714285,0.9798,0.3474311142999047,0.8534,1.938,0.9592499999999999,1.22695,1.5766800000000003,1.7573399999999997,32.436,0.00537142857142857,0.9013285714285715
sic_major_group,34,Fabricated Metal Products,2016,11,1.4727272727272727,1.4723,0.37797805393461453,0.7797,2.1823,1.23885,1.71415,1.9108,2.04655,44.218709090909094,0.014454545454545454,0.9012272727272727
sic_major_group,35,Industrial Machinery & Equipment,2016,23,1.2886869565217394,1.1902,0.348559933470805,0.6894,2.2677,1.08615,1.4205,1.75122,1.86303,32.59550869565217,0.015356521739130435,0.9009260869565219
sic_major_group,36,Electronic & Electrical Equipment,2016,14,1.5967285714285713,1.6647,0.5576706124952402,0.6757,2.5969,1.1449500000000001,2.034875,2.16039,2.32013,44.78191428571428,0.042857142857142864,0.9086642857142857
sic_major_group,37,Transportation Equipment,2016,15,1.2632066666666666,1.1557,0.4317980939693407,0.4725,2.0598,0.93895,1.59025,1.80372,1.9058,30.426986666666664,0.036566666666666664,0.9056466666666666
sic_major_group,38,Measuring & Analyzing Instruments,2016,18,1.6525166666666669,1.5224,0.5242398520715493,0.9766,2.8021,1.296775,1.89145,2.4875100000000003,2.78918,38.294000000000004,0.0025111111111111115,0.9081055555555556
sic_major_group,44,Water Transportation,2016,3,1.8562333333333332,1.8251,0.060334640869809594,1.803,1.9406,1.81405,1.88285,1.9175,1.9290500000000002,58.608900000000006,0.0,0.9045000000000001
sic_major_group,45,Transportation by Air,2016,4,1.07505,0.97265,0.28057215203936403,0.8171,1.5378,0.87275,1.17495,1.3926600000000002,1.4652299999999998,40.7423,0.0817,0.907125
sic_major_group,48,Communications,2016,6,1.5202666666666669,1.26235,0.9040093264022347,0.5601,3.3523,0.956325,1.688225,2.5654,2.95885,57.883050000000004,0.03481666666666667,0.9040333333333334
sic_major_group,49,"Electric, Gas & Sanitary Services",2016,20,0.856855,0.9535,0.26963029962339174,0.328,1.242,0.675875,1.0416500000000002,1.16774,1.2256600000000002,41.277474999999995,0.013599999999999998,0.9035399999999999
sic_major_group,50,Wholesale Trade - Durable Goods,2016,3,2.0392333333333337,1.693,0.5698673549364116,1.5821,2.8426,1.63755,2.2678000000000003,2.61268,2.72764,62.80583333333333,0.0,0.9034
sic_major_group,51,Wholesale Trade - Nondurable Goods,2016,5,1.5774599999999999,1.7995,0.3414429650761603,1.0372,1.892,1.3121,1.8465,1.8738,1.8829,71.43534000000001,0.02452,0.89394
sic_major_group,52,Building Materials & Hardware,2016,3,1.9372999999999998,1.9593,0.6539538668744149,1.1256,2.727,1.54245,2.34315,2.57346,2.6502299999999996,43.075066666666665,0.0018333333333333333,0.8931333333333334
sic_major_group,58,Eating & Drinking Places,2016,11,1.3519363636363637,1.2948,0.3548042053474442,0.64,1.9564,1.22255,1.6139000000000001,1.7344,1.8454,26.03351818181818,0.04729090909090909,0.9103181818181817
sic_major_group,59,Miscellaneous Retail,2016,3,1.4557666666666667,1.0097,0.6762318948079539,0.9462,2.4114,0.9779500000000001,1.71055,2.13106,2.27123,37.7686,0.005433333333333334,0.9005000000000001
sic_major_group,60,Depository Institutions (Banks),2016,28,1.2589357142857143,1.3085499999999999,0.4683551065883097,0.3384,2.285,0.9096,1.536025,1.90423,2.1165799999999995,63.26572857142857,0.0010607142857142857,0.9013964285714288
sic_major_group,61,Non-Depository Credit Institutions,2016,3,1.3282,1.0369,0.5200585159383508,0.889,2.0587,0.96295,1.5478,1.85434,1.9565199999999998,39.552666666666674,0.029866666666666666,0.9069333333333333
sic_major_group,62,Security & Commodity Brokers,2016,11,1.3072636363636363,1.2817,0.3448706009577486,0.7292,2.1239,1.1271499999999999,1.4462,1.5893,1.8565999999999998,49.31393636363637,0.0014545454545454547,0.906490909090909
sic_major_group,63,Insurance Carriers,2016,7,1.0911000000000002,1.1,0.4130525597824775,0.493,1.9012,0.8434999999999999,1.22825,1.5565000000000002,1.7288499999999996,49.512471428571416,0.011399999999999999,0.9064285714285714
sic_major_group,67,Holding & Investment Offices,2016,34,1.3543970588235297,1.2438500000000001,0.49452521941596495,0.481,2.6997,1.0058,1.52545,1.92923,2.375834999999999,65.99055,0.013558823529411764,0.9002323529411765
sic_major_group,73,Business Services,2016,34,1.352970588235294,1.21255,0.44381251839925523,0.7718,2.6466,1.0998,1.655675,1.94727,2.1410299999999998,34.953,0.03972941176470588,0.9041588235294118
sic_major_group,80,Health Services,2016,6,1.2977166666666666,1.0972499999999998,0.6793359537486262,0.4619,2.333,0.805825,1.840475,2.1989,2.26595,45.36543333333333,0.10166666666666667,0.9070833333333334
sic_major_group,13,Oil & Gas Extraction,2017,7,1.660142857142857,1.6307,0.3094185369696007,1.1501,2.1298,1.4938,1.8614000000000002,2.0657200000000002,2.09776,54.287942857142866,1.4285714285714287e-05,0.9034571428571431
sic_major_group,15,Building Construction,2017,5,1.40652,1.2317,0.7004596816377086,0.4262,2.454,1.0369,1.8838,2.2259200000000003,2.33996,47.3789,0.03252,0.9087799999999999
sic_major_group,16,Heavy Construction,2017,3,1.2816666666666665,0.9436,0.7604163830136458,0.5666,2.3348,0.7551,1.6392,2.05656,2.19568,23.996233333333333,0.2519,0.9075333333333333
sic_major_group,20,Food & Kindred Products,2017,9,1.2190777777777777,1.0933,0.45986768091551866,0.4051,1.9064,0.9817,1.4653,1.84616,1.87628,29.381300000000003,0.07501111111111111,0.9046777777777779
sic_major_group,23,Apparel & Other Finished Products,2017,5,1.2902200000000001,1.2614,0.42984153545231063,0.818,1.9987,0.8894,1.4836,1.79266,1.8956799999999998,43.82694,0.02104,0.8992800000000001
sic_major_group,25,Furniture & Fixtures,2017,5,1.40932,1.1801,0.5693319678359894,1.0219,2.5327,1.0383,1.2736,2.0290600000000003,2.28088,68.96314,0.00152,0.91008
sic_major_group,28,Chemicals & Allied Products,2017,31,1.5316258064516128,1.425,1.0874258455897616,0.4853,6.5648,0.878,1.6724,2.3,2.57425,36.86648709677419,0.05441612903225806,0.9074935483870967
sic_major_group,30,Rubber & Miscellaneous Plastics,2017,4,0.86235,0.7373000000000001,0.31208195638325514,0.5834,1.3914,0.68585,0.9138000000000001,1.20036,1.2958799999999997,20.7145,0.170875,0.906875
sic_major_group,33,Primary Metal Industries,2017,7,1.1327428571428573,1.1275,0.2165043441144038,0.9346,1.594,0.94645,1.1901000000000002,1.3534000000000002,1.4736999999999998,34.32891428571428,0.0008285714285714285,0.8995428571428573
sic_major_group,34,Fabricated Metal Products,2017,11,1.3642909090909092,1.4584,0.36698078585953603,0.4437,1.8563,1.2132999999999998,1.60815,1.6958,1.7760500000000001,38.71626363636364,0.07497272727272726,0.9053090909090908
sic_major_group,35,Industrial Machinery & Equipment,2017,24,1.3628583333333333,1.3544,0.36578776054412876,0.7902,2.2181,1.0571000000000002,1.5806499999999999,1.82173,1.865135,38.94467083333333,0.022283333333333332,0.9027833333333334
sic_major_group,36,Electronic & Electrical Equipment,2017,14,1.548614285714286,1.5047,0.44080978219820927,1.0107,2.6926,1.1982249999999999,1.790875,1.96255,2.2401999999999997,43.97214285714285,0.00055,0.9057214285714286
sic_major_group,37,Transportation Equipment,2017,16,1.2099687499999998,1.2317999999999998,0.4558900137625714,0.4935,2.1181,0.8458,1.38395,1.8796,1.9955500000000002,32.18200625,0.058637499999999995,0.90238125
sic_major_group,38,Measuring & Analyzing Instruments,2017,18,1.6042666666666667,1.55375,0.5483042383365077,0.8325,2.7913,1.078775,1.984625,2.27646,2.3859349999999995,51.43494444444444,0.0053166666666666675,0.9087388888888888
sic_major_group,44,Water Transportation,2017,3,1.4098,1.2378,0.2842816561088668,1.1811,1.8105,1.20945,1.5241500000000001,1.69596,1.7532299999999998,53.68076666666667,0.0017000000000000001,0.9116333333333334
sic_major_group,45,Transportation by Air,2017,4,1.22695,1.2247,0.21079873695067536,0.9995,1.4589,1.0259,1.42575,1.44564,1.4522700000000002,52.18465,0.020575,0.898425
sic_major_group,48,Communications,2017,6,1.7480666666666667,1.4379499999999998,0.7336126422635374,0.9503,2.8485,1.213575,2.365675,2.75435,2.801425,70.97871666666667,0.0065,0.9074333333333332
sic_major_group,49,"Electric, Gas & Sanitary Services",2017,21,0.9979380952380955,1.0483,0.4896110783801388,0.3887,2.7096,0.5841,1.0998,1.346,1.4798,45.71529523809524,0.02825238095238095,0.9024571428571428
sic_major_group,50,Wholesale Trade - Durable Goods,2017,3,2.1582000000000003,1.8512,0.6709162888667011,1.5342,3.0892,1.6926999999999999,2.4702,2.8416,2.9654,83.10486666666667,0.0,0.8967999999999999
sic_major_group,51,Wholesale Trade - Nondurable Goods,2017,5,1.28232,1.2883,0.25877749824897833,0.8655,1.6509,1.1932,1.4137,1.55602,1.6034599999999999,42.56134,0.012640000000000002,0.9032199999999999
sic_major_group,52,Building Materials & Hardware,2017,3,1.8551000000000002,2.0745,0.5249405744145395,1.1312,2.3596,1.60285,2.21705,2.30258,2.33109,48.0264,0.004233333333333333,0.9023666666666665
sic_major_group,58,Eating & Drinking Places,2017,11,1.4371909090909092,1.3633,0.5411241152445283,0.8575,2.5979,1.0362500000000001,1.5670000000000002,2.3217,2.4598,34.839527272727274,0.02008181818181818,0.9125272727272727
sic_major_group,59,Miscellaneous Retail,2017,3,1.3338,0.9399,0.6803665531657672,0.7705,2.291,0.8552,1.61545,2.02078,2.15589,41.961733333333335,0.0022,0.9053999999999999
sic_major_group,60,Depository Institutions (Banks),2017,28,1.2670892857142857,1.2253500000000002,0.4683684167552029,0.4238,2.5212,0.9412750000000001,1.565025,1.8152700000000002,1.9888249999999998,61.51372142857143,0.0032999999999999995,0.9020107142857144
sic_major_group,61,Non-Depository Credit Institutions,2017,3,1.5339333333333334,1.5371,0.27096364249757865,1.2005,1.8642,1.3687999999999998,1.70065,1.79878,1.83149,46.60373333333333,0.00013333333333333334,0.8996999999999998
sic_major_group,62,Security & Commodity Brokers,2017,12,1.2832583333333334,1.2349999999999999,0.3376903795350936,0.7854,2.0017,1.0234750000000001,1.5028000000000001,1.66348,1.8233349999999997,41.85176666666667,0.022324999999999998,0.9063666666666667
